sentence	gender	duration	audio
pemba kuna mikoa miwili ambayo ni pemba kaskazini na pemba kusini 	male_masculine	4.9035	common_voice_sw_36319562.wav
mtu aliyekuwa ni mfano wa kuigwa kama kiongozi 	male_masculine	5.4435	common_voice_sw_30577810.wav
tano lebron james 	male_masculine	2.8515	common_voice_sw_29873205.wav
eneo moja la uhifadhi litumike maalum kwa ajili ya uhifadhi wanyamapori pekee 	female_feminine	7.2075	common_voice_sw_29791397.wav
kutumikia vifungo vyao katika magerezani yenye viwango vilivyowekwa 	female_feminine	5.4075	common_voice_sw_36641939.wav
nairobi nchini kenya karibu na mpaka wa uganda 	male_masculine	3.8235	common_voice_sw_29795364.wav
taasisi zinazojihusisha na masuala ya utamadini kama chuo cha sana cha bagamoyo 	female_feminine	6.1635	common_voice_sw_30585181.wav
sehemu kubwa ya viongozi waliochoka vita ilikuwa tayari kuwakubali wajerumani 	female_feminine	5.1555	common_voice_sw_30585681.wav
baba yake alikuwa mfalme wa poland 	female_feminine	4.0755	common_voice_sw_29259453.wav
idi amin alikua na mama yake katika kijijini kwa shughuli za kilimo 	male_masculine	7.4235	common_voice_sw_30021033.wav
eneo lingine la hifadhi litumike kama hifadhi mseto 	male_masculine	5.4435	common_voice_sw_30007204.wav
treni itaondoka saa tano asubuhi 	female_feminine	3.3555	common_voice_sw_34959537.wav
ilipotimu saa nane kamili usiku polisi walitanda kutaka muziki uzimwe na 	female_feminine	6.1635	common_voice_sw_34746636.wav
bila kusahau halmashauri ya wilaya ya ngara na halmashauri ya wilaya ya misenyi 	female_feminine	7.18765625	common_voice_sw_30123510.wav
madawa ya kulevya nchini humomario sergio 	female_feminine	3.9675	common_voice_sw_36106324.wav
huko alijenga juu ya jiwe liitwalo wahi 	male_masculine	4.8675	common_voice_sw_30355651.wav
mvuto huu wa zanzibar ni uzuri wake wa ajabu wa asili 	male_masculine	5.1555	common_voice_sw_36945063.wav
hali zilizozingira kuzuka kwa vita hazieleweki 	female_feminine	3.9675	common_voice_sw_30585431.wav
hadi mwaka elfu moja mia nane kumi na tano 	female_feminine	3.1035	common_voice_sw_35099940.wav
kwa wapiga kura kujipanga kwa ajili ya uchaguzi mkuu 	male_masculine	4.2915	common_voice_sw_36386402.wav
mbuni anakimbia kuliko viumbe wote wenye miguu miwili 	female_feminine	5.5515	common_voice_sw_30080507.wav
alikuwa anapenda kuzungumzia uchumi wa ujerumani 	female_feminine	4.9035	common_voice_sw_29790643.wav
ameeleza kwamba wanahabari wengi walio na vipawa wanatafuta kazi nyengine 	male_masculine	10.2675	common_voice_sw_35683993.wav
ulimwengu hauna mipaka na ni wa milele 	male_masculine	3.6435	common_voice_sw_28963910.wav
upinzani wao ulichangia sana katika kuharakisha upatikanaji wa uhuru wa kenya 	male_masculine	7.29565625	common_voice_sw_30633136.wav
lugha yao imekuwa lugha ya watu wengi siku hizi 	male_masculine	4.0755	common_voice_sw_28670239.wav
na moja alituma wajumbe kwa kambi la wajerumani huko mpwawa wakapokewa na gavana mjerumani 	female_feminine	7.9635	common_voice_sw_35181979.wav
zao na desturi zao lakini baada ya muda wamisri waliona 	female_feminine	5.3355	common_voice_sw_36039511.wav
uchimbaji wa mawe na chuma imekuwa shughuli za binadamu tangu nyakati za kihistoria 	female_feminine	7.1355	common_voice_sw_28666547.wav
jina hili la mlima elgon ni jina ambao limetokana 	male_masculine	4.8675	common_voice_sw_36052536.wav
mnamo mwishoni mwa miaka ya elfu moja na mia tisa 	male_masculine	5.2275	common_voice_sw_29795302.wav
baada ya vita kuu ya kwanza ya dunia alihamia uswisi 	male_masculine	5.7675	common_voice_sw_28669692.wav
mgonjwa wa ukimwi anaweza kuwa na pneumonia 	male_masculine	3.8955	common_voice_sw_37091347.wav
ndipo walipoelekea zanzibar town walipompindua sultani jamshid bin abdullah 	male_masculine	7.3875	common_voice_sw_29982159.wav
mzee mwinyi kabla hajatawala tanzania alikuwa visiwani 	female_feminine	4.9035	common_voice_sw_30326925.wav
alianza kumshuku mwenzake baada ya tukio lile 	female_feminine	4.4355	common_voice_sw_35107692.wav
jamii hii ya wamasai wameitwa kutokana na lugha yao wenyewe 	female_feminine	5.2635	common_voice_sw_30329351.wav
nilinde siku zote 	male_masculine	1.9875	common_voice_sw_36383825.wav
anayekuja kwenye harusi lazima anywe togwa au pombe 	female_feminine	4.3635	common_voice_sw_31285557.wav
walidai kuwa eti anamsaidi kaka yake yani kiongozi mkwawa 	female_feminine	6.7035	common_voice_sw_30025487.wav
reli ilijulikana kama njia ya reli ya kati 	male_masculine	5.67565625	common_voice_sw_30629828.wav
kizazi hiki cha viongozi wa uhuru kimekwisha viongozi wa sasa wamejaa tamaa ya mali 	female_feminine	7.2435	common_voice_sw_35102851.wav
mlima kilimanjaro uliumbwa kwa ustadi mkubwa wa mwenyezi mungu 	female_feminine	6.8115	common_voice_sw_30188583.wav
ubongo wa messi ulikuwa kama tovuti 	male_masculine	5.5875	common_voice_sw_29938481.wav
isichanganywe na lugha ya kilele nchini chad 	male_masculine	3.8955	common_voice_sw_28673154.wav
ulimboka mwangingwe winga huyu wa zamani wa simba 	female_feminine	6.1635	common_voice_sw_29798753.wav
aliingia na kuanza kukagua kwa kutumia tochi ndogo alokua nayo 	male_masculine	4.9035	common_voice_sw_36384255.wav
hivyo akaangusha nguzo muhimu ya kiuchumi ya kanisa la kale 	female_feminine	5.8035	common_voice_sw_30147743.wav
kumekuwa na hadithi nyingi juu ya eneo hilo ambazo nyingi ni za kutisha 	female_feminine	5.7675	common_voice_sw_30653637.wav
magufuli aliamua serikali yote ihamisha dodoma 	male_masculine	6.1275	common_voice_sw_29902983.wav
na uchovu huu hudumu hata baada ya virusi hivi kusababisha ukimwi 	female_feminine	6.4155	common_voice_sw_30355080.wav
wananchi wa ivory coast hawana namna nyingine 	female_feminine	4.4355	common_voice_sw_34596917.wav
ni klabu ya mpira wa miguu ya nchini tanzania iliyopo mkoa wa dodoma 	male_masculine	7.3155	common_voice_sw_28691261.wav
gesi zinazochafua na kemikali zingine kama mafuta 	male_masculine	6.0555	common_voice_sw_37085580.wav
miongoni mwa mambo ya kikatili ambayo idi amin anatuhumiwa kuyafanya ni kuwaua watu na 	male_masculine	7.4955	common_voice_sw_36807520.wav
mjini johannesburg watanzania wengi 	female_feminine	4.99165625	common_voice_sw_30081027.wav
sikuwahi kuitwa na kamati ya bunge ya hesabu za serikali inayoongozwa na zitto kabwe 	female_feminine	8.44765625	common_voice_sw_30103576.wav
wakati meli ikizama kulikuwa na uhaba wa boti za kuokolea 	male_masculine	7.0275	common_voice_sw_30257237.wav
alicheza misimu mitano katika chama cha taifa cha mpira wa kikapu 	female_feminine	5.5875	common_voice_sw_29176899.wav
ugonjwa wa mafua makali ya ndege ni aina ya mafua yanayoenezwa na virusi 	male_masculine	4.5435	common_voice_sw_36390034.wav
mtu aliyepatikana na virusi vya ukimwi anaweza kufa mapema 	male_masculine	5.2275	common_voice_sw_36013669.wav
kombe la dunia linapendwa sana na nchi zote duniani 	female_feminine	4.6875	common_voice_sw_30036460.wav
wenye msimamo na wenye kupenda utani na wapole ila wakali sana wanapoonewa 	female_feminine	8.5755	common_voice_sw_30495136.wav
hutumika kwa kupekechea uji ugali au maziwa yaliyoganda 	male_masculine	4.2195	common_voice_sw_30363472.wav
sisi wazalishaji na wenzetu ambao ni watumiaji 	male_masculine	3.7155	common_voice_sw_37090877.wav
maneno ya hekima na busara niliyoyapata kutoka kwa baba yangu yanaishi ndani ya moyo 	female_feminine	6.3075	common_voice_sw_30376778.wav
fursa nyingine ni uvuvi wa bahari kuu ufugaji samaki na mazao ya bahari 	male_masculine	7.4955	common_voice_sw_34750536.wav
mara nyingi huhesabiwa kati ya majengo mazuri duniani 	female_feminine	4.8675	common_voice_sw_28672879.wav
sherehe ya tohara ambayo inafanywa bila dawa ya kugandisha misuli hii tohara hufanywa na 	female_feminine	8.5755	common_voice_sw_34598894.wav
serikali za tanzania na kenya hutunza idadi kadhaa ya maeneo 	female_feminine	6.8835	common_voice_sw_30379707.wav
pia anachezea timu ya taifa ya tanzania taifa stars 	female_feminine	4.6875	common_voice_sw_29679696.wav
mji mkuu ni cankuzo 	male_masculine	3.1755	common_voice_sw_28991869.wav
viumbe hai wanaishi kwenye ziwa hilo wakimwemo samaki na vyura 	male_masculine	8.2875	common_voice_sw_30384808.wav
nitakapofufuka 	male_masculine	2.3475	common_voice_sw_36387245.wav
lakini kuna makabila mengine katika shirikisho ambayo yanatumia 	female_feminine	4.5075	common_voice_sw_35279448.wav
watu wanaamini kuwa mashindano ya urembo hayana maana 	male_masculine	4.4355	common_voice_sw_29796842.wav
shughuli kuu za kiuchumi kwa wasukuma ni kilimo uvuvi ufugaji na biashara 	female_feminine	5.8755	common_voice_sw_30582772.wav
utalii wa kutembelea hifadhi mbalimbali duniani i jia ya kujifunza 	male_masculine	7.6755	common_voice_sw_30635684.wav
mabadiliko ya mwaka elfu mbili na tano yaliongeza viti maalum vya wanawake 	female_feminine	5.5875	common_voice_sw_30435976.wav
mara nyingi wamasai huvaa shuka nyekundu 	female_feminine	3.4635	common_voice_sw_35183886.wav
katika shule ya sekondari moshi akimzidi darasa moja lema 	female_feminine	4.9035	common_voice_sw_30653643.wav
baadhi yake ni muhimu kwa ufafanuzi wa biblia 	female_feminine	5.0835	common_voice_sw_29132022.wav
na bwawa la nyumba ya mungu yote yanapatikana nchini tanzania 	male_masculine	4.3635	common_voice_sw_30450785.wav
wanawake weupe si la wasukuma peke yake bali ukweli ni asimilia kubwa ya wanaume 	male_masculine	6.6675	common_voice_sw_29960654.wav
baraza la mawaziri lina waziri mkuu na mawaziri wake wanaoteuliwa 	female_feminine	5.3355	common_voice_sw_35181670.wav
elfu moja mia tisa sitini na nne 	female_feminine	4.0755	common_voice_sw_30410500.wav
haikuchukua jitihada zozote katika kukikuza na kukieneza 	female_feminine	5.0475	common_voice_sw_36390191.wav
wakurya huamini ngombe wote ni wao hivyo ni kama waliporwa 	female_feminine	5.5155	common_voice_sw_29792274.wav
hakikisha orodha yako ya lazima kuona vivutio 	female_feminine	3.8235	common_voice_sw_35206860.wav
yeye alipata tumekula 	male_masculine	1.9875	common_voice_sw_36389636.wav
huduma wanazotoa zitahifadhiwa katika daftari hilo 	female_feminine	3.9675	common_voice_sw_36644262.wav
kwa sasa imekuwa kaunti ya tana river 	male_masculine	4.0035	common_voice_sw_28258551.wav
wanaoishi mkoa wa mbeya wanyakyusa wanapakana na watu wa malawi wanaoishi 	male_masculine	7.7475	common_voice_sw_29936699.wav
walitengeneza sehemu kubwa ya utumishi wa umma 	female_feminine	4.6875	common_voice_sw_29925159.wav
pamoja na kusimamia na kufuatilia utekelezaji wa shughuli zote zinazotekelezwa 	male_masculine	8.0355	common_voice_sw_36014181.wav
tanzania imebarikiwa visiwa na fukwe zenye kupendeza 	female_feminine	7.2435	common_voice_sw_30327025.wav
sisi tunafaa kumcha mungu sana 	female_feminine	3.1035	common_voice_sw_34959000.wav
kufanya ukaguzi wake na kuchapisha lafudhi vizuri 	male_masculine	3.9675	common_voice_sw_30381153.wav
njaro ni kiswahili cha zamani kwa ngâara 	female_feminine	4.1835	common_voice_sw_29939480.wav
maeneo yenye ardhi loevu vilima majabari ya mawe miti mingi na mibuyu mikubwa 	male_masculine	8.7555	common_voice_sw_30179862.wav
sokoine alikuwa anafuata sheria katika utendaji wake 	female_feminine	5.0835	common_voice_sw_29793281.wav
alikuwa na futi sita kwa umri wa miaka sita 	male_masculine	4.5435	common_voice_sw_28879282.wav
itikadi za kikabila kidini na kijiografia 	female_feminine	4.4355	common_voice_sw_34906707.wav
lugha rasmi tangu enzi za ukoloni ni kifaransa 	male_masculine	4.7235	common_voice_sw_28877881.wav
desemba elfu mbili na tano alihudhuria katika tamasha la nyimbo za injili 	male_masculine	6.2355	common_voice_sw_30139787.wav
alipewa jina la mama yake mzazi 	male_masculine	3.4635	common_voice_sw_31286593.wav
kwao ilikuwa alama ya sauti tu 	female_feminine	3.6075	common_voice_sw_28834595.wav
wanashambuliwa na marekani australia na mataifa mengine 	male_masculine	3.8235	common_voice_sw_36106383.wav
urusi kwa upande wake ulikuwa na mkataba wa kusaidiana na ufaransa pia 	female_feminine	5.2635	common_voice_sw_29797560.wav
dalili nyingine inayojitokeza baada ya kupata maambukizi ya virusi vya ukimwi 	female_feminine	6.4875	common_voice_sw_29818023.wav
watu wanaoga baada ya kufanya tendo la ndoa 	female_feminine	4.2555	common_voice_sw_34832413.wav
mwanachama mwandamizi wa kila moja ya mgawanyiko huu mpya alikua kichwa cha muwuluko 	female_feminine	7.9635	common_voice_sw_29326616.wav
hula matunda na mbegu hasa lakini wadudu pia 	male_masculine	4.1475	common_voice_sw_28682601.wav
maana kabisa ya wakati ikiwa watasema watakachofanya kesho 	male_masculine	6.4875	common_voice_sw_35411833.wav
uchafuzi vilivyokadiriwa na programu za ulimwenguni kote km 	female_feminine	5.2275	common_voice_sw_35588056.wav
asi ya jumuiya ya kimatifa kwenye masuala kama haya inapotokea 	female_feminine	4.9035	common_voice_sw_35104587.wav
wanyaturu wana miiko kwa upande wa vyakula 	female_feminine	3.3555	common_voice_sw_30071440.wav
msitu ulianzishwa rasmi kwa ajili ya kulinda vizazi vya uoto wa foora na fiona 	male_masculine	7.9275	common_voice_sw_30654247.wav
ilikuwepo pia bandari ya tumaini jema katika taifa hilo hilo 	female_feminine	5.9835	common_voice_sw_30240995.wav
kufika kwa wareno baada ya mwaka elfu moja mia tano ilileta vurugu kwa muda 	male_masculine	4.7955	common_voice_sw_30395415.wav
kiligundulika muda mrefu sana na wanakijiji wa eneo hilo 	male_masculine	5.4075	common_voice_sw_30671877.wav
ukoloni wa ujerumani ulitumia bendera ya ujeruman 	female_feminine	3.8235	common_voice_sw_30048291.wav
pale mwili ulikuwa ukiagwa watu hawakujali umbali wa safari 	male_masculine	6.3075	common_voice_sw_30661058.wav
hakuna hata duka moja lililovujwa hakuna hata ngumi watu walipingana kwa kugogana 	female_feminine	6.8475	common_voice_sw_36616271.wav
alikuwa ni mwenyekiti wa kikosi cha ujenzi wa reli ya kisasa 	male_masculine	4.0755	common_voice_sw_30021835.wav
reunion wakakaa unguja tangu tarehe kumi na mbili 	female_feminine	5.3355	common_voice_sw_29797999.wav
makao makuu ya wabena ni iringa katika eneo maarufu la ubena 	female_feminine	7.2435	common_voice_sw_30173498.wav
unatakiwa kulala si chini ya saa nane kila siku 	female_feminine	5.2635	common_voice_sw_30053936.wav
tanzania ingekuwa na mto unaotoa maji ziwa nyasa ingekuwa na fursa nyingi za ajira 	male_masculine	6.4875	common_voice_sw_30233704.wav
kwani kufanya mambo mema ni bora zaidi kuliko kufanya dhambi za dunia 	female_feminine	4.8675	common_voice_sw_35109643.wav
hadi mwaka elfu moja mia nane tisini na tatu 	female_feminine	4.7235	common_voice_sw_34906690.wav
hiyo mfano mmoja ni nchi ya afrika kusini 	female_feminine	3.2475	common_voice_sw_35104290.wav
mwezi januari gazeti moja la uingereza 	male_masculine	3.8235	common_voice_sw_37087069.wav
lilivamiwa na wareno na kuingizwa katika koloni lao la angola 	female_feminine	5.8755	common_voice_sw_35409347.wav
vivutio katika hifadhi hii vinajumuisha volkeno maziwa misitu na wanyamapori 	male_masculine	4.7235	common_voice_sw_36374890.wav
hazikupita siku saba sokoine akafa kwa ajali ya gari 	female_feminine	5.5155	common_voice_sw_31596844.wav
umaarufu unakuwa kutokana na wingi wa wageni wanaotokea nje ya nchi 	male_masculine	5.6955	common_voice_sw_29927111.wav
nyerere alikuwa na urafiki mkubwa na viongozi wengine wa afrika 	male_masculine	5.7675	common_voice_sw_31321570.wav
kuna kisiwa kikubwa cha madagaska na funguvisiwa mbalimbali 	male_masculine	7.4955	common_voice_sw_29419992.wav
huko ulienea pamoja na ustaarabu wa magharibi ulioathiriwa sana 	female_feminine	6.1635	common_voice_sw_34826812.wav
wa kuigiza 	male_masculine	2.5635	common_voice_sw_36375162.wav
hata hivyo ongezeko la hali joto litazidi 	female_feminine	3.6075	common_voice_sw_31446931.wav
amin alipata sifa ya ukatili alikuwa karibu akizuia mara kadhaa kwa ukatili mkali 	female_feminine	6.4875	common_voice_sw_30264477.wav
kama walivyokuwa wametumwa na kupewa maagizo ni jinsi gani ya kufanya 	male_masculine	5.1555	common_voice_sw_29994100.wav
baggio alikuwa miongoni mwa wachezaji waliofanya vizuri 	male_masculine	4.3635	common_voice_sw_30091560.wav
makuu ni moscow na sankt peterburg moscow 	male_masculine	4.0755	common_voice_sw_36807495.wav
kwa mwaka elfu mbili kumi na tano afya duniani kuhusu sababu za vifo 	female_feminine	6.82765625	common_voice_sw_31767001.wav
kuhusu hatari za maambukizi ya magonjwa haya 	female_feminine	6.0555	common_voice_sw_30414755.wav
ugonjwa huo ulimsababisha kupoteza maisha yake 	male_masculine	5.0835	common_voice_sw_30471008.wav
kwa sasa iko kati ya visiwa vya kanada na ncha ya kijiografia 	female_feminine	5.9835	common_voice_sw_29560157.wav
hali ya hewa ni nzuri kwa kuishi kilimo uvuvi 	male_masculine	5.4435	common_voice_sw_28661894.wav
kilichonileta hapa ni kufafanua lengo la fedha hizo 	female_feminine	5.6235	common_voice_sw_30036046.wav
katika itikadi hii yote miwili ilitawaliwa na wayahudi 	male_masculine	6.7755	common_voice_sw_29296601.wav
kwa asilimia mia moja kwa ajili ya shughuli zake za uzalishaji wa sukari 	male_masculine	5.4435	common_voice_sw_30628772.wav
tembo hana uwezo mkubwa wa kutambua vitu kwa kuona 	female_feminine	5.1555	common_voice_sw_30527299.wav
wanariadha wa kenya hasa wa kabila la wakalenjin wanaendelea kutawala mbio za masafa 	male_masculine	7.6755	common_voice_sw_29827485.wav
brazil ilikuwa na kikosi imara sana kwenye kombe la dunia 	female_feminine	4.48765625	common_voice_sw_31812286.wav
nyumba hujengwa kwa kutumia nguzo na fito za miombo 	female_feminine	4.6875	common_voice_sw_30196690.wav
ameweza kuifanya staili ya muziki wa rege kuwa maarufu sana duniani 	female_feminine	4.6155	common_voice_sw_35176971.wav
mwalimu nyerere alianza kuwa waziri mkuu 	male_masculine	3.1035	common_voice_sw_29982112.wav
kwa hiyo basi wao hujulikana pia kama wasuba girango au wasuna girango 	female_feminine	6.5235	common_voice_sw_28698898.wav
moyo ni moyo wa vyema 	male_masculine	3.4275	common_voice_sw_32242925.wav
hapo azungumza akiwa nairobi jijini kenya 	female_feminine	4.1475	common_voice_sw_34766320.wav
ilipelekea haja ya watumwa kuongezeka kutumika katika kilimo 	female_feminine	4.5075	common_voice_sw_30074472.wav
elezo hili limekubaliwa na watafiti mbalimbali 	female_feminine	5.1555	common_voice_sw_30527531.wav
taji la ubingwa lilieenda nchini argentina 	female_feminine	3.7875	common_voice_sw_29939541.wav
kwa kukua huko alijifunza mengi juu ya meli na bahari 	female_feminine	5.4075	common_voice_sw_29655266.wav
zamadamu alikaribiana na binadamu kwa umbile 	female_feminine	4.9035	common_voice_sw_30233660.wav
hivyo kwa kawaida ni imara si majimaji 	female_feminine	4.2555	common_voice_sw_28903668.wav
uvuvi umekuwa muhimu sana katika miongo ya hivi karibuni 	female_feminine	5.4795	common_voice_sw_30089613.wav
kwa sasa imekuwa kaunti ya nyeri 	male_masculine	4.6875	common_voice_sw_29638363.wav
ambako watawala wamekaa muda mrefu na ninafikiria kwa mfano sehemu yetu hapa huku kwetu 	female_feminine	6.1635	common_voice_sw_37095569.wav
huku akiendelea kuungwa mkono na wanaharakati wengi 	female_feminine	4.9755	common_voice_sw_34764495.wav
rais wa malawi alisema wote tulipata mshituko 	male_masculine	4.3635	common_voice_sw_30654307.wav
miongoni mwa faida zake ni pamoja na kuimarisha afya ya moyo 	female_feminine	3.1035	common_voice_sw_31270927.wav
maisha yaliyosababishwa na ukosefu wa huduma hizo za msingi nchini humo 	female_feminine	5.1555	common_voice_sw_29791392.wav
lakini mamilioni ya wagonjwa bado hawapati dawa wanazohitaji 	female_feminine	5.2275	common_voice_sw_31446614.wav
kijiji hiki kilianzishwa na wabalawa ambao walichanganyika na wazaramo 	female_feminine	7.15165625	common_voice_sw_30124010.wav
hata hivi najitahidi kuongea kiswahili lugha yetu ya kitaifa ni kiingereza 	female_feminine	5.8755	common_voice_sw_35183372.wav
shirika la afya duniani ni mwanachama 	female_feminine	2.9235	common_voice_sw_35177114.wav
na hiyo ni baadhi ya mito inayopatikana nchini tanzania 	female_feminine	5.0835	common_voice_sw_30031308.wav
alianza kufanya kazi katika sekta binafsi 	female_feminine	4.2555	common_voice_sw_28584506.wav
mtu yeyote ambaye angependa kufahamu namna ya kuzuia virusi vya ukimwi 	female_feminine	6.6675	common_voice_sw_30108746.wav
na kumuachia mdogo wake ajulikanae kama ràul castro 	female_feminine	5.4075	common_voice_sw_36746527.wav
juliana alimuuliza daisy maswali ya mfululizo na kumfanya akose hata nguvu za kumuangalia usoni 	male_masculine	9.6555	common_voice_sw_35108150.wav
wilaya inashirikiana na wadau mbalimbali waliopo wilayani katika kuendeleza sekta ya kilimo 	male_masculine	8.1075	common_voice_sw_30202106.wav
kanisa la anglikana lilikuwa kanisa pekee nchini uingereza 	male_masculine	4.7235	common_voice_sw_37084913.wav
anazingati mila na desturi za kiafrika 	male_masculine	4.4355	common_voice_sw_30142363.wav
lakini bado walikuwa na mawasiliano makubwa na watu wa konongo 	male_masculine	6.28765625	common_voice_sw_30628727.wav
ambao aina mbalimbali za samaki na mamba pia viboko hupatikana katika mto huu 	male_masculine	6.3075	common_voice_sw_30122764.wav
baada ya kukua huweza kuuzwa 	male_masculine	2.7075	common_voice_sw_29417887.wav
hifadhi ya serengeti inapakana na hifadhi ya masai mara 	female_feminine	4.3275	common_voice_sw_37094925.wav
mwaka elfu moja mia tisa na ishirini na sita kulikuwa na utawala wa kikabila 	male_masculine	7.6035	common_voice_sw_31306375.wav
inayoendelea katika maeneo ya hifadhi za wanyamapori inatakiwa busara ya hali ya juu katika 	female_feminine	6.7755	common_voice_sw_35157367.wav
huu ni uchaguzi mzuri zaidi kuliko ule wa urais na ubunge 	male_masculine	4.3635	common_voice_sw_37089547.wav
alikuwa no muafrika wa kwanza kuandikwa kwenye orodha alifanya vizuri 	male_masculine	5.3355	common_voice_sw_30380375.wav
aa victora abuso tukijaribu kuangalia hili 	female_feminine	4.7235	common_voice_sw_35108334.wav
ana moyo mwema ingawa unaonekana baridi 	male_masculine	4.6875	common_voice_sw_28582777.wav
mchambuzi wa masuala ya kisiasa amboka andere 	female_feminine	3.7875	common_voice_sw_37221520.wav
miaka mingi iliyopita vilima na mapango haya yalitumika kama ngome ya vita 	female_feminine	8.1075	common_voice_sw_30566597.wav
wenzao wa kisomailia kwa rangi yao 	male_masculine	4.3635	common_voice_sw_30635644.wav
utulivu na mandhari ya kisiwa ni ngao muhimu ya kuwavuta watalii 	male_masculine	5.13565625	common_voice_sw_30149276.wav
hii inaonesha namna kaka wawili waliokuwa wakiwania nafasi ya kurithi 	male_masculine	6.1275	common_voice_sw_30579272.wav
pep alipumzika kwa muwa wa mwaka 	male_masculine	4.4355	common_voice_sw_29899447.wav
ukiwa ni tofauti ya mita elfu moja mia nne sitini na tatu 	female_feminine	5.6955	common_voice_sw_29793459.wav
idhaa ya kiswahili yaadhimisha miaka sitini ya matangazo 	female_feminine	5.5155	common_voice_sw_37331942.wav
magufuli alijipatia shahada yake ya uzamili 	male_masculine	3.7155	common_voice_sw_30380775.wav
hadi mwaka elfumoja miasaba themanini na tatu 	male_masculine	3.8235	common_voice_sw_36386214.wav
kawaida na kwa hivyo bora kutathmini umuhimu wao 	female_feminine	3.3195	common_voice_sw_37089683.wav
jeshi lilishindwa kwenye mapigano ya tanga hadi mwanzoni mwa mwaka mwingine 	female_feminine	5.2635	common_voice_sw_30195361.wav
hakuwa na uwezo wa kucheza soka la kiwango cha juu 	female_feminine	3.5355	common_voice_sw_31284655.wav
mkoa wa mbeya ni mojawapo kati ya mikoa thelathini na tatu 	female_feminine	4.6155	common_voice_sw_31270799.wav
watu watajua kwamba nchi mpya ya sudan 	male_masculine	4.0035	common_voice_sw_37099750.wav
safari ya kwanza ya kuelekea bara hindi 	female_feminine	4.3635	common_voice_sw_34746710.wav
na kuogezeka hadi kukaribia kupita kiasi kinachohitaji 	female_feminine	4.2555	common_voice_sw_35105227.wav
ngoma za jadi zinapigwa usiku kucha yaani mpaka siku ya tukio 	male_masculine	4.6875	common_voice_sw_29994675.wav
utafiti kamili wa anga nje ni vigumu kutokana na ukubwa wake 	female_feminine	5.4435	common_voice_sw_29175088.wav
wakati wageni hulipa shilingi elfu ishirini na saba 	female_feminine	4.7235	common_voice_sw_30202578.wav
simulizi inayoendana na ufafanuzi wa matukio yanayoripotiwa 	female_feminine	6.3075	common_voice_sw_30667250.wav
mary leakey hakuweza kutamka neno olduvai 	male_masculine	4.0035	common_voice_sw_29797149.wav
nisikupate tena kwake jamal 	female_feminine	2.5635	common_voice_sw_35284753.wav
vile vile hata majina na baadhi ya maeneo yaliyopo kwa wapare 	male_masculine	4.5435	common_voice_sw_29937965.wav
uamuzi huo ukasababisha maalim self na wafuasi wake wakihame chama hicho 	male_masculine	4.3275	common_voice_sw_29941972.wav
jaji mkuu wa mahakama za tanzania anateuliwa na rais 	female_feminine	3.8955	common_voice_sw_31446514.wav
akiona mambo yamekaa vibaya anawahi kuondoka kabla ya kuondoshwa 	male_masculine	4.5435	common_voice_sw_29942878.wav
kangaroo anaweza kuzuia mimba yake isikue 	female_feminine	4.5435	common_voice_sw_29925637.wav
ugali hutofautiana na uji ambao hutayarishwa na hupikwa na maziwa 	male_masculine	8.3235	common_voice_sw_34393021.wav
alijenga nyumba za wazee wasiojiweza huko sebleni 	male_masculine	3.6075	common_voice_sw_29997083.wav
aliyemtangulia mkapa alikuwa ni raisi ali hassan mwinyi maarufu kama mzee wa ruksa 	female_feminine	5.8035	common_voice_sw_31285678.wav
waafrika dhidi ya utawala wa wakoloni au wavamizi wa kijerumani 	male_masculine	4.9035	common_voice_sw_29997668.wav
wapare ni kabila kutoka milima ya pare mkoani kilimanjaro kaskazini ya mwa tanzania 	female_feminine	7.7475	common_voice_sw_29847721.wav
vasco da gama alikuwa amezuru mombasa mwaka wa elfumoja mianne tisini na nane 	male_masculine	6.1635	common_voice_sw_30026011.wav
pep guardiola hapendi kudumu na timu 	male_masculine	5.0475	common_voice_sw_29981970.wav
kufikia mwisho wa hali ya hatari askari hao walikuwa wamewaua 	male_masculine	4.9035	common_voice_sw_37090532.wav
alisoma katika shule ya kanisa la wamisionari wa kiskoti 	female_feminine	5.6955	common_voice_sw_30379124.wav
ukoloni wa waingereza ulianza baada ya wajerumani 	male_masculine	4.7955	common_voice_sw_29822612.wav
aliweza kufanya kazi ya kukitangaza hicho kipindi mpaka mwaka elfu mbili na tisa 	female_feminine	5.1555	common_voice_sw_31406021.wav
makala hizi kujifunza machache au mengi kuhusu wanyama hawa muhimu sana huku ukiwa unaelekea 	female_feminine	8.3955	common_voice_sw_35161039.wav
tanzania ilirudisha mfumo wa vyama vingi elfu moja mia tisa na tisini na mbili 	male_masculine	7.6035	common_voice_sw_29935678.wav
kwenda katika mbuga ya wanyama ya masaimara 	female_feminine	5.0835	common_voice_sw_30176751.wav
matamshi yake ilikuwa t 	female_feminine	3.5355	common_voice_sw_29615108.wav
nishati inayopatikana hapo ni chanzo cha joto na nuru ya jua 	female_feminine	7.0275	common_voice_sw_29589829.wav
wahutu na waikizu bila kusahau na waikoma 	male_masculine	5.4435	common_voice_sw_29796499.wav
aah kura ya maoni ipigwe hawakutakaa 	female_feminine	3.8235	common_voice_sw_36105670.wav
rummel aliandika mambo mengi sana ya kitafiti 	female_feminine	4.2555	common_voice_sw_34831155.wav
